"Cmd.","Sub cmd.","Data","Description"
"1A","05,0376","See p. 21","SCOPE > SCOPE SET > FIX Edges > 20.00 - 22.00 > Send/read the No.4 setting"
"1A","05,0377","See p. 21","SCOPE > SCOPE SET > FIX Edges > 22.00 - 26.00 > Send/read the No.4 setting"
"1A","05,0378","See p. 21","SCOPE > SCOPE SET > FIX Edges > 26.00 - 30.00 > Send/read the No.4 setting"
"1A","05,0379","See p. 21","SCOPE > SCOPE SET > FIX Edges > 30.00 - 45.00 > Send/read the No.4 setting"
"1A","05,0380","See p. 21","SCOPE > SCOPE SET > FIX Edges > 45.00 - 60.00 > Send/read the No.4 setting"
"1A","05,0381","See p. 21","SCOPE > SCOPE SET > FIX Edges > 60.00 - 74.80 > Send/read the No.4 setting"
"1A","05,0382","See p. 21","SCOPE > SCOPE SET > FIX Edges > 74.80 - 108.00 > Send/read the No.4 setting"
"1A","05,0383","See p. 21","SCOPE > SCOPE SET > FIX Edges > 108.00 - 137.00 > Send/read the No.4 setting"
"1A","05,0384","See p. 21","SCOPE > SCOPE SET > FIX Edges > 137.00 - 200.00 > Send/read the No.4 setting"
"1A","05,0385","See p. 21","SCOPE > SCOPE SET > FIX Edges > 400.00 - 470.00 > Send/read the No.4 setting"
"1A","06","See p. 22","Send/read the DATA mode setting"
"1A","07","00/01","Send/read the NTP server access (00=Terminate, 01=Initiate)"
"1A","08","00 ~ 02","Read NTP server access result (00=Accessing, or have not accessed after Power ON, 01=Succeeded, 02=Failed)"
"1A","09","00/01","Read the OVF indicator status (00=OFF, 01=ON)"
"1A","0A","00 ~ 02","Send/read the Share Pictures function status (00=OFF, 01=ON, 02=ON (Repeat)) (While transmitting the picture using the DV Fast Data function, sends ON even if the status is set to OFF.)"
"1A","0B","00/01","Read the type of power supply based on the current voltage (00=External power supply, 01=Battery pack)"
"1A","0C","00/01","Send/read the PRT MONI setting (00=OFF, 01=ON)"
"1B","00","See p. 22","Send/read the Repeater tone frequency"
"1B","01","See p. 22","Send/read the TSQL tone frequency"
"1B","02","See p. 22","Send/read the DTCS code and polarity"
"1B","07","See p. 23","Send/read the CSQL code (DV mode)"
"1C","00","00/01","Send/read the transceiver's status (00=RX, 01=TX)"
"1C","01","00 ~ 02","Send/read the Antenna tuner's status (00=OFF, 01=ON, 02=Tune)"
"1C","02","00/01","Send/read the Transmit frequency monitor (XFC) (00=OFF, 01=ON)"
"1C","03","See p. 17","Read the transmit frequency"
"1E","00","","Read number of available TX frequency band"
"1E","01","See p. 17","Read TX band edge frequencies"
"1E","02","","Read number of user-set TX frequency band"
"1E","03","See p. 17","Send/read the user-set TX band edge frequencies"
"1F","00","See p. 23","SET > My Station > Send/read the My Call Sign setting"
"1F","01","See p. 23","CS > Send/read the UR, R1, R2 setting"
"1F","02","See p. 23","SET > My Station > Send/read the TX Message setting"
"20","00","00","00/01 Send/read the Auto DV RX Call signs output (00=OFF, 01=ON)"
"20","00","01","See p. 24. Output DV RX Call signs for transceive"
"20","00","02","See p. 24. Read Auto DV RX Call signs"
"20","01","00","00/01 Send/read the Auto DV RX message output (00=OFF, 01=ON)"
"20","01","01","See p. 24. Output DV RX message for transceive"
"20","01","02","See p. 24. Read Auto DV RX message"
"20","02","00","00/01 Send/read the Auto DV RX status output (00=OFF, 01=ON)"
"20","02","01","See p. 24. Output DV RX status for transceive"
"20","02","02","See p. 24. Read Auto DV RX status"
"20","03","00","00/01 Send/read the Auto DV RX GPS/D-PRS data output (00=OFF, 01=ON)"
"20","03","0100","See p. 25. Output DV RX GPS/D-PRS Position for transceive"
"20","03","0101","See p. 25. Output DV RX D-PRS Object status for transceive"
"20","03","0102","See p. 26. Output DV RX D-PRS Item status for transceive"
"20","03","0103","See p. 26. Output DV RX D-PRS Weather status for transceive"
"20","03","0200","See p. 25. Read Auto DV RX GPS/D-PRS Position status"
"20","03","0201","See p. 25. Read Auto DV RX D-PRS Object status"
"20","03","0202","See p. 26. Read Auto DV RX D-PRS Item status"
"20","03","0203","See p. 26. Read Auto DV RX D-PRS Weather status"
"20","04","00","00/01 Send/read Auto DV RX GPS/D-PRS message output (00=OFF, 01=ON)"
"20","04","01","See p. 26. Output DV RX D-PRS message for transceive"
"20","04","02","See p. 26. Read Auto DV RX D-PRS message status"
"21","00","See p. 27","Send/read the RIT frequency"
"21","01","00/01","Send/read the RIT setting (00=OFF, 01=ON)"
"21","02","00/01","Send/read the ∂TX setting (00=OFF, 01=ON)"
"22","00","See p. 27","Set the DV TX data (Up to 30 byte)"
"22","01","00","00/01 Set the Auto DV RX data output (00=OFF, 01=ON)"
"22","01","01","See p. 27. Set the DV RX data for transceive"
"22","02","00/01","SET > DV Set > Send/read the DV Data TX setting (00=PTT, 01=Auto)"
"22","03","00/01","SET > DV Set > DV Fast Data > Send/read the Fast Data setting (00=OFF, 01=ON)"
"22","04","00/01","SET > DV Set > DV Fast Data > Send/read the GPS Data Speed setting (00=Slow, 01=Fast)"
"22","05","00 ~ 10","SET > DV Set > DV Fast Data > Send/read the TX Delay (PTT) setting (00=OFF, 01=1sec ~ 10=10sec)"
"23","00","See p. 27","Read the position status"
"23","01","00/01/03","GPS > GPS Set > Send/read the GPS Select setting (00=OFF, 01=ON, 03=Manual)"
"23","02","See p. 22","GPS > GPS Set > Send/read the Manual Position setting"
"24","00","00","00/01 Send/read TX output power setting (00=OFF, 01=ON)"
"24","00","01","00/01 Set the TX output power for transceive (00=OFF, 01=ON)"
"25","","See p. 27","Send/read the selected or unselected VFO frequency"
"26","","See p. 27","Send/read the selected or unselected VFO's operating mode and filter"
"27","00","See p. 28","Read the Scope waveform data (Only when ""Scope ON/OFF status"" (Command: 27 10) and ""Scope data output"" (Command: 27 11) are set to ""ON,"" outputs the waveform data to the controller.)"
"27","10","00/01","Send/read the Scope ON/OFF status (00=OFF, 01=ON)"
"27","11","00/01","Send/read the Scope wave data output (00=OFF, 01=ON)"
"27","12","00","Send/read the Main or Sub scope setting (00=Main (fixed))"
"27","13","00","Send/read the Single/Dual scope setting (00=Single (fixed))"
"27","14","0000 ~ 0003","Send/read the Scope Center mode, Fixed mode, SCROLL-C mode, or SCROLL-F mode setting (0000=CENTER mode, 0001=FIX mode, 0002=SCROLL-C mode, 0003=SCROLL-F mode)"
"27","15","See p. 29","Send/read the Span setting in the Center mode or SCROLL-C mode Scope"
"27","16","0001 ~ 0004","Send/read the Edge number setting in the Fixed mode or SCROLL-F mode Scope"
"27","17","0000/0001","Send/read the Scope hold function ON/OFF status (0000=OFF, 0001=ON)"
"27","19","See p. 29","Send/read the Scope Reference level setting"
"27","1A","0000 ~ 0002","Send/read the Sweep speed setting (0000=FAST, 0001=MID, 0002=SLOW)"
"27","1B","00/01","SCOPE > SCOPE SET > Send/read the Scope during Tx (CENTER TYPE) setting (00=OFF, 01=ON)"
"27","1C","00 ~ 02","SCOPE > SCOPE SET > Send/read the CENTER Type Display setting (00=Filter Center, 01=Carrier Point Center, 02=Carrier Point Center (Abs. Freq.))"
"27","1D","0000/0001","Send/read the Scope VBW setting (0000=NAR, 0001=WIDE)"
"27","1E","See p. 29","Send/read the Scope Fixed edge frequencies"
"27","20","00/01","SCOPE > SCOPE SET > Send/read Marker Position (FIX Type/SCROLL Type) setting (00=Filter Center, 01=Carrier Point)"
"28","00","00 ~ 08","Transmit the Voice TX Memory (00=Stop, 01=T1 ~ 08=T8)"
